Arm Length (cm),Shoulder Height (cm),Left Reach Distance (cm),Right Reach Distance (cm),Full Height (cm),Forward COP Calibration,Backward COP Calibration,Left COP Calibration,Right COP Calibration
31.85703,0,5.768831,5.768831,295.7979,8.373223,-9.570178,-12.09323,17.31688
