Arm Length (cm),Shoulder Height (cm),Left Reach Distance (cm),Right Reach Distance (cm),Full Height (cm),Forward COP Calibration,Backward COP Calibration,Left COP Calibration,Right COP Calibration
36.24424,0,1.206987,1.206987,296.4045,4.565538,-10.63773,-13.33628,11.20251
