Arm Length (cm),Shoulder Height (cm),Left Reach Distance (cm),Right Reach Distance (cm),Full Height (cm),Forward COP Calibration,Backward COP Calibration,Left COP Calibration,Right COP Calibration
35.86551,0,2.153563,2.153563,293.3786,8.079422,-9.15514,-14.73993,11.8269
