Arm Length (cm),Shoulder Height (cm),Left Reach Distance (cm),Right Reach Distance (cm),Full Height (cm),Forward COP Calibration,Backward COP Calibration,Left COP Calibration,Right COP Calibration
52.28229,141.2078,72.07999,54.87789,167.9128,4.603394,-7.63103,-8.772499,14.4334
