Arm Length (cm),Shoulder Height (cm),Left Reach Distance (cm),Right Reach Distance (cm),Full Height (cm),Forward COP Calibration,Backward COP Calibration,Left COP Calibration,Right COP Calibration
46.7426,140.8691,5.391446,41.0242,180.1684,8.667423,-9.637933,-11.75708,15.60963
