Participant ID,Right Handed?,Rotating Targets?,Trial Number,Global Time,Target Number,Target Time,Weight Shift Success?,Hit Success?,Random Sequence?,X Coord of COP,Y Coord of COP,COP Total Path,Trial Score,Cumulative Score,Green Time,Yellow Time,Red Time,Preceding Green Time,Preceding Yellow Time,Preceding Red Time
2,YES,NO,1,3.111106,2,3.111106,YES,YES,NO,-9.521284,-1.041374,39.66657,8.173862,8.173862,0.2111111,0.9111122,1.988893,0.2111094,0.9111037,0.8888912
2,YES,NO,2,4.766665,3,1.655559,YES,YES,NO,-9.957224,-0.09305397,21.67059,16.59339,24.76725,0.2444444,1.400002,0.01111111,0.2444446,1.400003,0.01111102
2,YES,NO,3,6.93336,4,2.166669,YES,YES,NO,10.24363,1.025616,40.42443,9.912676,34.67993,0.4777778,0.1333333,1.555558,0.4777842,0.1333351,1.388907
2,YES,NO,4,16.93341,5,10.00007,NO,NO,NO,-0.9750912,-5.191715,249.397,0,34.67993,1.033335,7.455589,1.511114,0.2110958,1.244402,0.5555592
2,YES,NO,5,26.93269,6,10.00007,NO,NO,NO,13.47606,-0.6167192,326.9043,0,34.67993,0.3111111,6.177794,3.511103,0.05555153,1.44434,0.5110741
2,YES,NO,6,29.94358,1,3.011107,YES,YES,NO,-5.533304,-6.433466,63.13267,10.78117,45.4611,0.5888891,0.7888896,1.633336,0.5888462,0.7888317,0.6332874
2,YES,NO,7,31.32126,2,1.37778,YES,YES,NO,-10.7611,2.842204,22.96052,11.46246,56.92356,0.2888889,1.08889,0,0.288868,1.08881,0
2,YES,NO,8,34.4659,3,3.144439,YES,YES,NO,-4.252106,-0.6825989,55.95567,13.97076,70.89432,0.9222233,2.222224,0,0.8445282,1.15567,0
2,YES,NO,9,37.31062,4,2.844441,YES,YES,NO,9.026703,1.39495,34.96856,16.44067,87.33498,0.4555556,0.3222222,2.06667,0.4444885,0.3222542,1.233456
2,YES,NO,10,46.04482,5,8.733384,YES,YES,NO,7.801289,-2.885191,198.689,6.795855,94.13084,0.8777788,6.944471,0.9111122,0.2000198,1.800179,0
2,YES,NO,11,49.16735,6,3.122217,YES,YES,NO,11.79193,-3.800484,95.81902,14.04501,108.1758,0.6777782,1.211113,1.233335,0.677845,0.6889572,0.6333961
2,YES,NO,12,51.48981,4,2.322223,YES,YES,YES,12.43487,2.153575,52.89062,16.25585,124.4317,0.8666676,0.4111111,1.044446,0.6556206,0.3000298,1.044548
2,YES,NO,13,55.79023,5,4.299992,YES,YES,YES,4.920616,2.477839,102.8544,10.53333,134.965,0.4777778,2.333334,1.488891,0.3222542,1.122334,0.5556107
2,YES,NO,14,58.75719,2,2.966663,YES,YES,YES,-8.487079,-0.3166224,60.92845,14.33055,149.2956,0.3555556,1.011112,1.600003,0.3444786,1.011211,0.6445084
2,YES,NO,15,62.3131,5,3.555547,YES,YES,YES,7.706683,-1.397242,67.44006,12.62444,161.92,0.4,1.588892,1.566669,0.3889275,1.589046,0.02222443
2,YES,NO,16,67.5013,6,5.188892,YES,YES,YES,12.95062,-3.823774,167.7094,14.01711,175.9371,0.7222228,2.733331,1.733337,0.4443359,1.066406,0.4998779
2,YES,NO,17,69.78963,2,2.28889,YES,YES,YES,-11.69141,2.888059,39.70762,11.60245,187.5396,0.6333337,0.2222222,1.433336,0.6220703,0.222168,1.166382
2,YES,NO,18,72.55563,1,2.766664,YES,YES,YES,-5.866715,-5.439946,50.19708,13.2073,200.7469,0.2111111,1.822226,0.7333339,0.1999512,1.521851,0.2888184
2,YES,NO,19,82.4421,5,9.888955,YES,YES,YES,7.490207,0.6324791,192.2196,8.028049,208.7749,1.500003,6.133349,2.255557,1.11084,0.8997803,0
2,YES,NO,20,92.43966,6,10.00007,NO,NO,YES,-0.3171494,1.089237,152.8895,0,208.7749,0.3777778,2.866663,6.75558,0,0,2.01062
