Arm Length (cm),Shoulder Height (cm),Left Reach Distance (cm),Right Reach Distance (cm),Full Height (cm),Forward COP Calibration,Backward COP Calibration,Left COP Calibration,Right COP Calibration
32.95811,0,3.954499,3.954499,297.7392,7.752727,-9.17168,-12.38647,15.49605
